0000  code0332        
0E94  code047b        
0E96  code043c        4, 2
0EA4  code0478        0, 10
0EB2  code0479        0, 0, 12
0EC6  code047d        0, 132
0ED4  call            0x2a60
0ED8  code033e        396
0EE0  code0479        1, 6, 13
0EF4  call            0x2a12
0EF8  dialogtxt       "じゃあ"
0F02  dialogtxt       "ジェイドさ〜ん"
0F14  code047b        
0F16  code0309        
0F18  call            0x2a48
0F1C  code0479        0, 5, 16
0F30  call            0x29a6
0F34  dialogtxt       "な、なんだ？"
0F44  code0309        
0F46  call            0x29dc
0F4A  code0479        1, 8, 12
0F5E  call            0x2a12
0F62  dialogtxt       "やっつけ代ちょうだい◎"
0F7C  code0309        
0F7E  call            0x2a48
0F82  code0479        0, 2, 17
0F96  call            0x29a6
0F9A  dialogtxt       "やっつけ代だあ？"
0FAE  code0309        
0FB0  call            0x29dc
0FB4  code0479        1, 4, 12
0FC8  call            0x2a12
0FCC  dialogtxt       "だってあなたたちの仕事を"
0FE8  dialogtxt       "かわってやってあげたのよ"
1004  dialogtxt       "お金を払うのは当然じゃない？"
1024  code0309        
1026  call            0x2acc
102A  call            0x2a48
102E  code047b        
1030  code0478        1, 9
103E  code0479        1, 2, 12
1052  code047d        1, 108
1060  call            0x2a76
1064  call            0x2a12
1068  dialogtxt       "なるほど"
1074  dialogtxt       "たしかに一理あるねぇ"
108C  code047b        
108E  code0309        
1090  call            0x2a48
1094  code0479        0, 5, 16
10A8  call            0x29a6
10AC  dialogtxt       "ちょっと、ねえさんまで…"
10C8  dialogtxt       "金って言ってもはぐれに賞金が"
10E8  dialogtxt       "かかってるワケでもないんだぜ"
1108  code0309        
110A  call            0x2acc
110E  call            0x29dc
1112  code047b        
1114  code0478        1, 11
1122  code0479        1, 2, 16
1136  code047d        1, 109
1144  call            0x2a76
1148  call            0x2a12
114C  dialogtxt       "お金もらわないで"
1160  dialogtxt       "どうやって生活していくのよ？"
1180  dialogtxt       "やっつけたはぐれでも食べてるの？"
11A4  code047b        
11A6  code0309        
11A8  call            0x2a48
11AC  code0479        0, 2, 12
11C0  call            0x29a6
11C4  dialogtxt       "バカなこと言うな"
11D8  dialogtxt       "たしかに自警団の維持費は"
11F4  dialogtxt       "金の派閥から出てるし…"
120E  code0309        
1210  code0479        0, 2, 16
1224  dialogtxt       "たまに特別手当の出る仕事もあるが"
1248  dialogtxt       "それも町を守るためだからな"
1266  code0309        
1268  call            0x2ae2
126C  call            0x29c4
1270  code047b        
1272  code0333        2, 30
1280  code0478        1, 6
128E  code0479        1, 2, 16
12A2  code047d        1, 107
12B0  call            0x2a76
12B4  call            0x29f4
12B8  dialogtxt       "きんのはばつ…"
12CA  dialogtxt       "たしか、召喚師の一派…"
12E4  code047b        
12E6  code0309        
12E8  call            0x2a48
12EC  code0334        
12EE  code0331        38, 256
12FC  code0478        0, 0
130A  code0479        0, 0, 16
131E  code047d        0, 0
132C  call            0x2a60
1330  call            0x29a6
1334  dialogtxt       "ん？"
133C  code047b        
133E  code0309        
1340  call            0x2ae2
1344  call            0x29c4
1348  code047b        
134A  code0478        1, 11
1358  code0479        1, 2, 17
136C  code047d        1, 109
137A  code0478        0, 10
1388  code0479        0, 4, 12
139C  code047d        0, 132
13AA  call            0x2a8c
13AE  call            0x29f4
13B2  dialogtxt       "だったらわたしたちだって"
13CE  dialogtxt       "町を守ったみたいなもんじゃないの"
13F2  dialogtxt       "特別手当をちょうだいよ"
140C  code047b        
140E  code0309        
1410  call            0x2a48
1414  code0479        0, 4, 16
1428  call            0x29a6
142C  dialogtxt       "ちょうだいよって…"
1442  dialogtxt       "オレに言うな"
1452  code0309        
1454  code0479        0, 0, 16
1468  dialogtxt       "それに金の派閥が"
147C  dialogtxt       "金にきびしいことくらい"
1496  dialogtxt       "お前も知ってるだろう？"
14B0  code0309        
14B2  call            0x29dc
14B6  code0479        1, 2, 12
14CA  call            0x2a12
14CE  dialogtxt       "そんなのやってみなけりゃ"
14EA  dialogtxt       "わからないじゃない！"
1502  dialogtxt       "ダレに言えばいいの？"
151A  code0309        
151C  call            0x2a48
1520  code0479        0, 0, 12
1534  call            0x29a6
1538  dialogtxt       "ダレって…"
1546  dialogtxt       "決めてるのは長のベルヴォレン…"
1568  dialogtxt       "いや、イアナさんだな"
1580  code0309        
1582  call            0x2ae2
1586  call            0x29c4
158A  code047b        
158C  code0445        6, 2
159A  code0446        6
15A2  code0478        1, 6
15B0  code0479        1, 5, 16
15C4  code047d        1, 107
15D2  call            0x2a76
15D6  call            0x2a12
15DA  dialogtxt       "…っ！"
15E4  code047b        
15E6  code0309        
15E8  call            0x2acc
15EC  call            0x2a30
15F0  code047b        
15F2  code0478        0, 10
1600  code0479        0, 0, 12
1614  code047d        0, 132
1622  code0478        1, 11
1630  code0479        1, 2, 14
1644  code047d        1, 109
1652  call            0x2a8c
1656  call            0x2a12
165A  dialogtxt       "だったらわたしが"
166E  dialogtxt       "そのイアナって人に…"
1686  code047b        
1688  code0309        
168A  call            0x2acc
168E  call            0x2a48
1692  code047b        
1694  code0478        1, 6
16A2  code0479        1, 2, 17
16B6  code047d        1, 107
16C4  call            0x2a76
16C8  call            0x2a12
16CC  dialogtxt       "ベルヴォレンさんって、もしかして"
16F0  dialogtxt       "リングヴァル家の人ですか？"
170E  dialogtxt       "町にいるんですか！？"
1726  code047b        
1728  code0309        
172A  call            0x2a48
172E  code0479        0, 5, 16
1742  call            0x29a6
1746  dialogtxt       "え…？　ああ、その通り"
1760  dialogtxt       "ベルヴォレン・リングヴァルさんだが…"
1788  dialogtxt       "なんだ、知り合いなのか？"
17A4  code0309        
17A6  call            0x29dc
17AA  code0479        1, 5, 16
17BE  call            0x2a12
17C2  dialogtxt       "あ、まあ…"
17D0  dialogtxt       "あの、会いたいんですけど…"
17EE  code0309        
17F0  call            0x2a48
17F4  code0479        0, 2, 16
1808  call            0x29a6
180C  dialogtxt       "会いたい？"
181A  dialogtxt       "お前、一体…"
182A  code0309        
182C  call            0x2ae2
1830  call            0x29c4
1834  code047b        
1836  code043c        4, 1
1844  code0478        0, 6
1852  code0479        0, 0, 14
1866  code047d        0, 107
1874  code0478        1, 11
1882  code0479        1, 2, 12
1896  code047d        1, 109
18A4  call            0x2a8c
18A8  call            0x2a12
18AC  dialogtxt       "ちょうどいいじゃない！"
18C6  dialogtxt       "とにかく金の派閥に行って"
18E2  dialogtxt       "直接かけあってみましょうよ！"
1902  code047b        
1904  code0309        
1906  call            0x2a48
190A  code0479        0, 4, 16
191E  call            0x29a6
1922  dialogtxt       "そ、それは…"
1932  code0309        
1934  call            0x29dc
1938  code0479        1, 2, 13
194C  call            0x2a12
1950  dialogtxt       "大丈夫！"
195C  dialogtxt       "わたしにまかせておきなさいって！"
1980  dialogtxt       "じゃあ行きましょう！"
1998  code0309        
199A  call            0x2ab6
199E  call            0x2a48
19A2  code047b        
19A4  code0478        0, 10
19B2  code0479        0, 0, 17
19C6  code047d        0, 132
19D4  call            0x2a60
19D8  call            0x29a6
19DC  dialogtxt       "わかった！　勝手に行くな！"
19FA  dialogtxt       "どうせオレも今回の報告があるし"
1A1C  dialogtxt       "ついていく！"
1A2C  code047b        
1A2E  code0309        
1A30  call            0x29dc
1A34  code043c        4, 2
1A42  code0479        1, 0, 12
1A56  call            0x2a12
1A5A  dialogtxt       "はいはい"
1A66  code0309        
1A68  call            0x2ae2
1A6C  call            0x2a30
1A70  code047b        
1A72  code0478        0, 0
1A80  code0479        0, 0, 12
1A94  code047d        0, 0
1AA2  code0478        1, 9
1AB0  code0479        1, 0, 16
1AC4  code047d        1, 108
1AD2  call            0x2a76
1AD6  call            0x29f4
1ADA  dialogtxt       "じゃあ、そっちの方はまかせたよ"
1AFC  dialogtxt       "アタシはボスタフのとこへ"
1B18  dialogtxt       "行ってくる"
1B26  code047b        
1B28  code0309        
1B2A  call            0x2a48
1B2E  code0479        0, 0, 16
1B42  call            0x2a60
1B46  call            0x29a6
1B4A  jumpz           0x1b72, ($b002 == 0)
1B5A  dialogtxt       "じゃあ、オレは…"
1B6E  goto            0x1b8c

1B72  dialogtxt       "じゃあ、わたしは…"
1B88  goto            0x1b8c

1B8C  code047b        
1B8E  code0309        
1B90  call            0x29dc
1B94  code0479        1, 0, 12
1BA8  call            0x2a12
1BAC  dialogtxt       "アンタはミューノについていってやりな"
1BD4  dialogtxt       "どうせこっちについてきても"
1BF2  dialogtxt       "何もすることはなさそうだしね"
1C12  code0309        
1C14  call            0x2a48
1C18  code0479        0, 2, 14
1C2C  call            0x29a6
1C30  dialogtxt       "何もすることはないって…！"
1C4E  code0309        
1C50  call            0x2acc
1C54  call            0x29dc
1C58  code047b        
1C5A  code0478        1, 2
1C68  jumpz           0x1c90, ($b003 == 0)
1C78  code0479        1, 0, 12
1C8C  goto            0x1cf8

1C90  jumpz           0x1cb8, ($b003 == 1)
1CA0  code0479        1, 2, 14
1CB4  goto            0x1cf8

1CB8  jumpz           0x1ce0, ($b003 == 2)
1CC8  code0479        1, 2, 13
1CDC  goto            0x1cf8

1CE0  code0479        1, 2, 14
1CF4  goto            0x1cf8

1CF8  code047d        1, 2
1D06  call            0x2a76
1D0A  call            0x2a12
1D0E  jumpz           0x1d2e, ($b003 == 0)
1D1E  dialogtxt       "当然デス"
1D2A  goto            0x1d2e

1D2E  jumpz           0x1d50, ($b003 == 1)
1D3E  dialogtxt       "当然じゃな"
1D4C  goto            0x1d50

1D50  jumpz           0x1d6e, ($b003 == 2)
1D60  dialogtxt       "当然だ"
1D6A  goto            0x1d6e

1D6E  jumpz           0x1d90, ($b003 == 3)
1D7E  dialogtxt       "当然ですわ"
1D8C  goto            0x1d90

1D90  code047b        
1D92  code0309        
1D94  call            0x2a48
1D98  code0479        0, 1, 17
1DAC  call            0x29a6
1DB0  jumpz           0x1de2, ($b002 == 0)
1DC0  dialogtxt       "って、何が当然なんだよ！？"
1DDE  goto            0x1e02

1DE2  dialogtxt       "って、何が当然なのよ！？"
1DFE  goto            0x1e02

1E02  code0309        
1E04  call            0x29dc
1E08  jumpz           0x1e30, ($b003 == 0)
1E18  code0479        1, 0, 12
1E2C  goto            0x1e98

1E30  jumpz           0x1e58, ($b003 == 1)
1E40  code0479        1, 2, 12
1E54  goto            0x1e98

1E58  jumpz           0x1e80, ($b003 == 2)
1E68  code0479        1, 0, 12
1E7C  goto            0x1e98

1E80  code0479        1, 2, 12
1E94  goto            0x1e98

1E98  call            0x2a12
1E9C  jumpz           0x1f04, ($b003 == 0)
1EAC  dialogtxt       "みゅーの様ニ　ツイテイクコトデス"
1ED0  dialogtxt       "私ノ使命ハ　みゅーの様ヲ"
1EEC  dialogtxt       "守ルコトデスカラ"
1F00  goto            0x1f04

1F04  jumpz           0x1f68, ($b003 == 1)
1F14  dialogtxt       "ミューノについていくことじゃ"
1F34  dialogtxt       "ワガハイはミューノを守らねば"
1F54  dialogtxt       "ならんからの"
1F64  goto            0x1f68

1F68  jumpz           0x1fbc, ($b003 == 2)
1F78  dialogtxt       "あいつらについていくことだ"
1F96  dialogtxt       "キサマはミューノを守るんだろ？"
1FB8  goto            0x1fbc

1FBC  jumpz           0x2022, ($b003 == 3)
1FCC  dialogtxt       "ミューノ様についていくことですわ"
1FF0  dialogtxt       "私の使命はミューノ様を"
200A  dialogtxt       "守ることですから"
201E  goto            0x2022

2022  code0309        
2024  call            0x2a48
2028  code0479        0, 0, 16
203C  call            0x29a6
2040  jumpz           0x2074, ($b002 == 0)
2050  dialogtxt       "ああ、そうか…"
2062  dialogtxt       "たしかにな"
2070  goto            0x2098

2074  dialogtxt       "ああ、そっか…"
2086  dialogtxt       "たしかにね"
2094  goto            0x2098

2098  code0309        
209A  call            0x2ae2
209E  call            0x29c4
20A2  code047b        
20A4  code0478        0, 10
20B2  code0479        0, 0, 12
20C6  code047d        0, 132
20D4  code0478        1, 9
20E2  code0479        1, 0, 12
20F6  code047d        1, 108
2104  call            0x2a8c
2108  call            0x29f4
210C  dialogtxt       "んじゃ、ジェイド"
2120  dialogtxt       "あとはよろしくたのむよ"
213A  code047b        
213C  code0309        
213E  call            0x2a48
2142  code0479        0, 0, 13
2156  call            0x29a6
215A  dialogtxt       "もちろんだ"
2168  dialogtxt       "まかせな"
2174  dialogtxt       "ねえさんこそがんばれよ"
218E  code0309        
2190  call            0x29dc
2194  code0479        1, 2, 13
21A8  call            0x2a12
21AC  dialogtxt       "ああ"
21B4  code0309        
21B6  call            0x2ae2
21BA  call            0x2a30
21BE  code047b        
21C0  code043c        7, 1
21CE  code043e        5, 6, 0
21E2  walkto          5, 160, 192, 1
21FC  walkwait        5
2204  walkto          5, 160, 304, 1
221E  walkwait        5
2226  code040d        15
222E  code043c        7, 4
223C  code0478        1, 10
224A  code0479        1, 0, 12
225E  code047d        1, 132
226C  call            0x2a76
2270  call            0x29f4
2274  dialogtxt       "じゃ、オレたちも行くぞ"
228E  dialogtxt       "ついてきな"
229C  code0309        
229E  call            0x2acc
22A2  call            0x2a30
22A6  code047b        
22A8  code043e        7, 6, 0
22BC  walkto          7, 160, 304, 1
22D6  code040d        15
22DE  code043e        6, 6, 0
22F2  walkto          6, 160, 200, 1
230C  code040d        5
2314  code043e        4, 6, 0
2328  walkto          4, 160, 176, 1
2342  walkwait        6
234A  walkto          6, 160, 304, 1
2364  walkwait        4
236C  walkto          4, 160, 304, 1
2386  walkwait        4
238E  walkwait        6
2396  code040d        15
239E  code0439        7
23A6  code043b        7
23AE  code0439        8
23B6  code043b        8
23BE  code043b        9
23C6  code0333        2, 30
23D4  code0489        0, 2, 20
23E8  code0492        
23EA  code048c        
23EC  code0334        
23EE  code046e        19, 256, 2
2402  done            

2404  code031a        7
240C  code031b        7, -1, -1, $h136, $h137
242C  code031c        7, 1
243A  code031f        7
2442  ret             

2444  code031b        7, -1, -1, $h136, $h137
2464  code031c        7, 2
2472  code031f        7
247A  code031a        7
2482  ret             

2484  code031a        7
248C  code031b        7, (-1 - $h139), $h140, $h136, $h137
24B2  code031c        7, 1
24C0  code031f        7
24C8  ret             

24CA  code031a        6
24D2  code031b        6, $h139, 0, $h136, $h137
24F2  code031c        6, 1
2500  code031f        6
2508  ret             

250A  code031b        7, (-1 - $h139), $h140, $h136, $h137
2530  code031c        7, 2
253E  code031f        7
2546  code031a        7
254E  ret             

2550  code031b        6, $h139, 0, $h136, $h137
2570  code031c        6, 2
257E  code031f        6
2586  code031a        6
258E  ret             

2590  code031a        7
2598  code031b        7, -1, -1, $h141, $h137
25B8  code031c        7, 1
25C6  code040d        15
25CE  code031a        6
25D6  code031b        6, -1, -1, $h136, $h137
25F6  code031c        6, 1
2604  code031f        6
260C  code031a        7
2614  code031b        6, -1, -1, $h136, ($h137 / 2)
263A  code031c        6, 2
2648  code031f        6
2650  code031a        6
2658  ret             

265A  code031a        7
2662  code031b        7, -1, -1, $h141, $h137
2682  code031c        7, 1
2690  code040d        15
2698  code031a        6
26A0  code031b        6, -1, -1, $h136, $h137
26C0  code031c        6, 1
26CE  code031f        6
26D6  code031a        7
26DE  ret             

26E0  code031b        6, -1, -1, $h136, ($h137 / 2)
2706  code031c        6, 2
2714  code031f        6
271C  code031a        6
2724  ret             

2726  jumpz           0x274c, ($h131 == 0)
2736  setvar          0x0002, 0x00cb, ($h139 | 0x0001)
2748  goto            0x2986

274C  jumpz           0x2772, ($h131 == 1)
275C  setvar          0x0002, 0x00cb, ($h139 | 0x0002)
276E  goto            0x2986

2772  jumpz           0x2798, ($h131 == 2)
2782  setvar          0x0002, 0x00cb, ($h139 | 0x0004)
2794  goto            0x2986

2798  jumpz           0x27be, ($h131 == 3)
27A8  setvar          0x0002, 0x00cb, ($h139 | 0x0008)
27BA  goto            0x2986

27BE  jumpz           0x27e4, ($h131 == 4)
27CE  setvar          0x0002, 0x00cb, ($h139 | 0x0010)
27E0  goto            0x2986

27E4  jumpz           0x280a, ($h131 == 5)
27F4  setvar          0x0002, 0x00cb, ($h139 | 0x0020)
2806  goto            0x2986

280A  jumpz           0x2830, ($h131 == 6)
281A  setvar          0x0002, 0x00cb, ($h139 | 0x0040)
282C  goto            0x2986

2830  jumpz           0x2856, ($h131 == 7)
2840  setvar          0x0002, 0x00cb, ($h139 | 0x0080)
2852  goto            0x2986

2856  jumpz           0x287c, ($h131 == 8)
2866  setvar          0x0002, 0x00cb, ($h139 | 0x0100)
2878  goto            0x2986

287C  jumpz           0x28a2, ($h131 == 9)
288C  setvar          0x0002, 0x00cb, ($h139 | 0x0200)
289E  goto            0x2986

28A2  jumpz           0x28c8, ($h131 == 10)
28B2  setvar          0x0002, 0x00cb, ($h139 | 0x0400)
28C4  goto            0x2986

28C8  jumpz           0x28ee, ($h131 == 11)
28D8  setvar          0x0002, 0x00cb, ($h139 | 0x0800)
28EA  goto            0x2986

28EE  jumpz           0x2914, ($h131 == 12)
28FE  setvar          0x0002, 0x00cb, ($h139 | 0x1000)
2910  goto            0x2986

2914  jumpz           0x293a, ($h131 == 13)
2924  setvar          0x0002, 0x00cb, ($h139 | 0x2000)
2936  goto            0x2986

293A  jumpz           0x2960, ($h131 == 14)
294A  setvar          0x0002, 0x00cb, ($h139 | 0x4000)
295C  goto            0x2986

2960  jumpz           0x2986, ($h131 == 15)
2970  setvar          0x0002, 0x00cb, ($h139 | 0xFFFF8000)
2982  goto            0x2986

2986  ret             

2988  code0301        2, 4
2996  code047e        0, 1
29A4  ret             

29A6  code0301        2, 7
29B4  code047e        0, 1
29C2  ret             

29C4  code047e        0, 0
29D2  code0302        4
29DA  ret             

29DC  code047e        0, 0
29EA  code0302        7
29F2  ret             

29F4  code0301        4, 5
2A02  code047e        1, 1
2A10  ret             

2A12  code0301        4, 7
2A20  code047e        1, 1
2A2E  ret             

2A30  code047e        1, 0
2A3E  code0302        5
2A46  ret             

2A48  code047e        1, 0
2A56  code0302        7
2A5E  ret             

2A60  code047a        0, 1, 1
2A74  ret             

2A76  code047a        1, 1, 1
2A8A  ret             

2A8C  code047a        0, 1, 1
2AA0  code047a        1, 1, 1
2AB4  ret             

2AB6  code047a        0, 0, 1
2ACA  ret             

2ACC  code047a        1, 0, 1
2AE0  ret             

2AE2  code047a        0, 0, 1
2AF6  code047a        1, 0, 1
2B0A  ret             

